SKU;Total Cost;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Stock Coverage (days)
ZAKI17WGG;41186,64;0,0;100,0;100,0;927,3;9,69
ZAOU99DZO;891019,72;0,0;100,0;100,0;31276,87;8,1
ZBIZ78JQO;73661,04;0,0;100,0;100,0;1400,16;10,98
ZBKD72AIO;87390,78;0,0;100,0;100,0;1307,52;13,23
ZBNK45BHA;14961,1;0,0;100,0;100,0;775,47;59,98
ZBWM41KQW;5631,99;0,0;100,0;100,0;822,14;299,24
ZCDP01RZO;69113,54;0,0;100,0;100,0;2274,91;113,75
ZCKS76OQU;136563,24;0,0;100,0;100,0;11742,62;8,58
ZCNT51XDU;148453,89;0,0;100,0;100,0;10879,04;14,36
ZCSV17DFX;56758,18;0,0;100,0;100,0;1098,83;12,26
ZDBX62FOM;45447,84;0,0;100,0;100,0;1106,36;14,19
ZDMH03JTE;55922,26;0,0;100,0;100,0;1419,19;8,94
ZDMU95TTO;120160,59;0,0;100,0;100,0;996,05;8,82
ZEAI51VKB;5640,55;0,0;100,0;100,0;256,24;90,6
ZEKA34BVX;64531,23;0,0;100,0;100,0;424,77;7,84
ZERH99KAQ;108320,8;0,0;100,0;100,0;1491,08;8,06
ZFCY02ZGI;208890,59;0,0;100,0;100,0;1383,51;8,42
ZFKE25UCK;23202,67;0,0;100,0;100,0;2928,03;10,06
ZFXO54RLM;4585,6;0,0;100,0;100,0;860,25;66,46
ZHSA25SOD;39492,95;0,0;100,0;100,0;1585,54;12,58
ZICK63WUE;13449,31;0,0;100,0;100,0;892,95;58,39
ZJDO50HTQ;158206,28;0,0;100,0;100,0;836,91;9,59
ZJWB04DUR;177579,58;0,0;100,0;100,0;2726,12;8,44
ZKJJ87WBB;75370,27;0,0;100,0;100,0;2738,85;18,49
ZKRS66KLZ;1508,8;48,93;97,47;51,07;200,58;56,49
ZKVK48OXP;4859,17;0,0;100,0;100,0;440,79;93,04
ZLHQ75JJK;128881,71;0,0;100,0;100,0;3852,37;5,94
ZLRR37REL;33511,53;0,0;100,0;100,0;517,88;9,42
ZMIX82SHC;14054,27;0,0;100,0;100,0;554,93;36,63
ZNTJ72IAD;2989,5;0,0;100,0;100,0;257,76;38,49
ZODR48UZF;37644,31;0,0;100,0;100,0;2611,75;19,65
ZOEH73XWO;32798,25;0,0;100,0;100,0;555,49;8,6
ZPLH72DJP;2169,3;0,0;100,0;100,0;296,72;61,2
ZQEK04CLF;112521,01;0,0;100,0;100,0;526,89;9,99
ZQRJ33XER;33095,92;0,0;100,0;100,0;3142,22;89,43
ZQWS51GKN;32145,98;2,25;95,45;97,75;572,47;6,97
ZRFO13RPW;39835,7;3,49;99,49;96,51;1273,88;14,68
ZTMK96JEF;19731,86;0,0;100,0;100,0;691,06;22,97
ZTRL00OJP;95440,33;0,0;100,0;100,0;313,62;9,01
ZTUA71BLR;975,61;0,0;100,0;100,0;175,79;56,05
ZTUB51AZW;262989,22;0,0;100,0;100,0;3613,53;8,31
ZUXX81MNQ;16409,81;0,0;100,0;100,0;875,08;16,53
ZWPB56MNX;2903,12;0,0;100,0;100,0;442,0;810,33
ZXAB14DIP;133876,21;0,0;100,0;100,0;22204,99;10,08
ZXCQ63DNK;3370,24;0,0;100,0;100,0;924,85;346,82
ZXKZ02XRQ;40457,03;0,0;100,0;100,0;876,42;15,91
ZYPW44SXH;22355,84;0,0;100,0;100,0;1438,7;20,99
ZZDK42XBB;216540,23;0,0;100,0;100,0;5539,28;7,47
ZZFK95OMA;33527,8;0,0;100,0;100,0;505,21;14,15
ZZLX71BEM;177953,03;0,0;100,0;100,0;1902,67;13,26
ZZUF86MEV;3577,65;0,0;100,0;100,0;804,3;106,17
