sku,MAE,RMSE,MAPE (%),wMAPE (%),Bias,Hit Dir. (%),Max Overflow,Max Shortfall,Final Drift,Avg Actual,Avg Predicted,Max Actual,Days
ANQN16GJA,0.89,4.18,84.22,97.67,-0.67,7.3,0.0,-156.2,-147.9,0.9,0.2,40,220
ZNTJ72IAD,7.5,10.52,70.05,97.52,-3.64,51.8,0.8,-806.3,-800.2,7.7,4.1,36,220
OGDL64ICT,14.48,66.38,81.33,97.21,-9.39,60.5,0.1,-2083.2,-2066.5,14.9,5.5,828,220
QURP24BCZ,7.74,11.47,75.3,97.16,-4.75,50.0,-8.6,-1052.5,-1044.8,8.0,3.2,48,220
CJDD29FZZ,5.49,7.96,62.08,96.83,-2.22,52.3,6.8,-488.4,-488.4,5.7,3.5,40,220
ZKVK48OXP,9.59,25.33,59.3,96.6,-3.88,25.5,-55.0,-882.0,-853.0,9.9,6.1,182,220
DENH39GDU,10.19,44.54,76.08,96.54,-6.1,12.3,57.5,-1341.1,-1341.1,10.6,4.5,408,220
YDWD41NMN,2.57,6.66,234.72,96.53,1.48,19.1,325.8,0.9,325.8,2.7,4.1,44,220
GJWK81AYE,7.85,27.99,70.42,96.38,-3.63,27.7,51.2,-858.1,-797.6,8.1,4.5,315,220
LDDX90GQR,22.65,205.76,46.84,96.19,-14.72,4.5,176.3,-3816.5,-3238.8,23.5,8.8,2940,220
HZQO09WWV,13.76,28.05,56.86,96.07,-5.97,55.5,22.0,-1350.4,-1313.4,14.3,8.4,272,220
ZFXO54RLM,12.77,33.71,73.64,96.03,-8.19,42.7,-62.9,-1840.8,-1802.5,13.3,5.1,308,220
VCNO42TYI,12.12,18.0,72.78,95.92,-5.81,40.5,0.0,-1282.4,-1277.9,12.6,6.8,80,220
GMJG11AQC,13.0,44.15,85.93,95.88,-7.38,42.3,-102.1,-1811.9,-1624.2,13.6,6.2,400,220
JIWO41RQV,15.66,116.16,62.08,95.73,-9.16,17.3,35.0,-2079.3,-2014.2,16.4,7.2,1675,220
LSBZ21FSZ,11.53,17.67,64.03,95.66,-1.59,50.0,50.1,-373.4,-349.4,12.1,10.5,120,220
PZDY46SHA,3.54,11.39,64.7,95.52,-1.72,15.0,10.0,-443.4,-377.8,3.7,2.0,132,220
THBX09CMD,5.42,10.74,72.8,95.4,-3.63,50.0,4.5,-798.3,-798.3,5.7,2.1,85,220
RNTN73MOD,0.08,0.51,96.3,95.28,-0.08,13.2,0.0,-17.1,-17.1,0.1,0.0,5,220
TTWC67PAM,7.35,12.87,82.45,94.95,-5.53,52.3,0.5,-1217.3,-1217.3,7.7,2.2,84,220
UWPN18IQT,18.53,64.1,73.66,94.89,-6.48,47.7,18.4,-1756.3,-1424.7,19.5,13.1,712,220
KHKF05WCB,10.11,19.1,57.54,94.69,-3.52,37.3,21.9,-881.2,-774.1,10.7,7.2,100,220
FKKM55CDJ,49.41,102.86,75.53,94.36,-29.95,50.9,1.0,-6589.4,-6589.4,52.4,22.4,600,220
AGJV19ATG,2.61,25.97,62.88,94.3,-1.38,4.1,14.9,-423.7,-303.9,2.8,1.4,392,220
KBRS15KBZ,48.35,175.35,93.32,94.29,-28.5,50.5,0.0,-6521.8,-6269.5,51.3,22.8,1536,220
HRMD73WFT,3.09,6.4,63.25,94.27,-0.91,34.5,59.1,-230.8,-199.8,3.3,2.4,48,220
KTYO99GML,12.14,18.41,53.55,93.93,1.09,55.5,324.0,-129.4,240.9,12.9,14.0,132,220
FOHG70IFB,16.91,27.67,56.35,93.48,-4.85,55.5,50.5,-1125.8,-1066.5,18.1,13.2,220,220
WRQN30ZRV,11.84,34.17,64.22,93.32,-6.59,53.6,0.5,-1484.3,-1449.6,12.7,6.1,352,220
IWOJ74IEC,14.2,46.84,73.72,93.31,-9.18,45.5,9.0,-2044.8,-2020.4,15.2,6.0,432,220
CYBQ50FXG,4.12,8.14,79.62,93.3,-2.54,43.2,-7.9,-558.1,-558.1,4.4,1.9,48,220
IXZW52LCZ,23.47,108.4,292.2,93.25,-5.49,10.5,0.0,-1980.1,-1208.3,25.2,19.7,1392,220
XCZH16DYT,13.33,108.43,59.27,93.12,-4.5,6.8,0.0,-1530.0,-991.0,14.3,9.8,1530,220
DJEP99VTG,3.14,31.28,58.15,92.78,-1.95,5.9,-19.1,-550.9,-429.7,3.4,1.4,464,220
BPPR48ETE,5.06,22.12,67.79,92.76,-2.91,13.2,0.0,-747.7,-639.6,5.5,2.5,216,220
BUFD91PLP,7.8,18.18,62.38,92.21,-2.08,27.7,0.0,-503.9,-458.2,8.5,6.4,168,220
ESNE13YPM,9.3,23.07,60.91,92.15,-4.57,28.2,25.3,-1047.2,-1005.2,10.1,5.5,180,220
DEUT18EKM,3.37,15.16,76.73,91.21,-2.42,9.5,0.0,-531.6,-531.6,3.7,1.3,119,220
VVTH52ENP,10.33,14.36,40.29,91.17,-0.7,55.0,143.7,-155.9,-154.5,11.3,10.6,70,220
THGT75MGJ,26.9,37.94,54.18,91.0,-7.76,62.3,39.5,-1743.8,-1707.7,29.6,21.8,240,220
POEP14MFF,11.57,16.69,44.88,90.92,-0.94,49.1,-10.0,-216.5,-206.4,12.7,11.8,100,220
WFBB66HWF,22.82,72.48,61.9,90.73,-8.67,52.3,91.1,-2176.5,-1908.4,25.1,16.5,708,220
OTUA56BXX,34.04,90.39,68.79,90.46,-13.15,56.8,30.1,-2910.0,-2893.8,37.6,24.5,792,220
BJGD13RPQ,13.56,48.34,75.85,90.42,-9.58,53.6,-4.0,-2127.0,-2108.4,15.0,5.4,560,220
DMXX95UHE,11.08,17.73,45.83,90.31,-1.73,51.8,5.6,-419.4,-380.0,12.3,10.5,120,220
HEAC11CHX,10.43,21.48,53.78,90.22,-5.22,56.4,24.2,-1179.8,-1147.5,11.6,6.3,160,220
VKMT02NLP,7.96,52.14,144.3,90.09,-4.45,5.0,0.0,-1069.7,-979.9,8.8,4.4,580,220
FPAT69PGK,18.07,30.74,70.0,89.95,-9.36,50.5,-21.9,-2068.0,-2059.0,20.1,10.7,200,220
JDAT51WDA,54.69,142.62,85.69,89.72,-26.78,70.5,84.8,-6057.6,-5892.2,61.0,34.2,1290,220
YGCG78ADY,157.87,1299.94,137.76,89.41,-53.83,80.5,1769.7,-17341.3,-11843.1,176.6,122.7,19116,220
KGGU92NCK,20.64,41.96,45.79,89.37,-5.8,57.3,30.0,-1352.1,-1275.0,23.1,17.3,460,220
MIOW11PHB,20.85,39.99,55.99,89.26,-8.34,56.4,31.8,-1869.8,-1834.2,23.4,15.0,380,220
GAPR24AZR,20.59,48.47,54.42,89.23,-10.65,52.7,37.4,-2419.0,-2342.2,23.1,12.4,420,220
GFDI60SQX,0.31,3.31,73.61,89.19,-0.27,8.6,1.2,-62.6,-59.8,0.3,0.1,48,220
SSUT95WBF,48.26,126.65,89.93,89.07,-25.1,65.9,81.9,-5675.5,-5522.0,54.2,29.1,1130,220
ZHQL41LHW,9.34,19.22,70.89,89.0,-3.39,68.6,32.1,-849.7,-744.9,10.5,7.1,132,220
ORUN14UOU,2.09,8.15,40.8,88.78,-0.06,9.1,29.4,-137.0,-13.0,2.4,2.3,84,220
MYDL83HLP,12.47,20.6,70.28,88.77,-5.71,62.7,1.4,-1261.5,-1256.2,14.0,8.3,110,220
BZIB63IFG,25.28,39.24,58.06,88.7,-13.6,59.5,-0.5,-2991.4,-2991.4,28.5,14.9,195,220
CKYC93HJE,16.71,24.99,81.75,88.53,-2.31,66.8,100.8,-615.0,-507.2,18.9,16.6,120,220
TBUT34GHQ,215.5,797.79,120.03,88.36,-94.76,87.3,-318.4,-23759.7,-20847.8,243.9,149.1,7465,220
URKT52PJR,9.3,21.27,69.75,88.35,-5.76,59.1,5.0,-1266.8,-1266.1,10.5,4.8,168,220
MIOZ07QEK,9.97,24.29,64.3,88.06,-5.87,50.5,0.0,-1294.2,-1291.7,11.3,5.4,220,220
KEOG38LJB,20.48,92.76,109.43,87.95,-5.26,10.9,0.0,-1763.1,-1156.9,23.3,18.0,1032,220
BWVL00BWL,7.76,15.76,64.08,87.86,-3.89,37.7,3.0,-915.9,-855.3,8.8,4.9,96,220
FMPX53XWF,21.27,119.61,160.76,87.73,-11.83,11.4,0.0,-2821.6,-2603.2,24.2,12.4,1500,220
SYYY06RBS,8.56,12.12,59.99,87.7,-4.2,65.5,0.6,-935.7,-924.1,9.8,5.6,60,220
BGLV15DIU,12.89,19.19,60.43,87.25,-1.93,66.8,31.5,-465.5,-424.2,14.8,12.8,110,220
HCAY34CLI,5.65,7.91,40.69,87.22,-0.55,55.0,15.4,-148.2,-121.1,6.5,5.9,48,220
HYYE50BCF,16.02,33.93,87.96,86.87,-9.9,72.7,7.4,-2202.1,-2178.3,18.4,8.5,240,220
KEGV36DAK,17.57,32.46,81.25,86.46,-2.17,70.5,37.9,-633.6,-478.4,20.3,18.2,344,220
QNZY95LQR,18.34,135.33,93.3,86.22,-9.92,4.5,0.0,-2564.8,-2182.1,21.3,11.4,1755,220
ULMN48IAA,51.99,123.17,70.18,86.17,-22.51,60.5,47.7,-5027.8,-4952.1,60.3,37.8,1152,220
OTXR21ZKY,49.55,274.88,54.53,86.11,-29.13,26.8,-120.0,-6744.4,-6407.9,57.5,28.4,3840,220
TULN35NJM,8.81,42.81,105.19,85.89,-3.91,30.5,-5.3,-923.7,-859.8,10.3,6.4,585,220
WYTZ35GAX,2.35,7.31,53.97,85.89,-0.45,13.6,23.5,-179.6,-100.1,2.7,2.3,72,220
IJDE32TFF,12.92,25.35,69.61,85.85,-2.07,66.8,145.5,-455.6,-454.7,15.1,13.0,240,220
NYOU12MMK,26.27,144.8,191.38,85.79,-15.8,17.3,0.0,-3654.4,-3476.7,30.6,14.8,1840,220
HIIL72RNZ,4.21,19.85,42.97,85.77,-1.55,30.5,13.4,-411.1,-340.8,4.9,3.4,288,220
KUVZ73GFW,65.38,233.31,74.8,85.62,-45.52,20.9,0.0,-10068.4,-10013.6,76.4,30.8,1848,220
OYTS04JYU,13.57,21.3,67.44,85.61,-1.35,64.1,76.2,-398.4,-297.5,15.9,14.5,136,220
JTPG37CTQ,10.64,14.61,45.11,85.46,-1.29,49.1,12.9,-283.3,-283.3,12.5,11.2,100,220
MHBO06YHH,38.07,113.72,63.88,85.12,-21.27,60.9,-3.8,-5004.5,-4678.9,44.7,23.5,1160,220
PXIW12ZDN,6.4,11.07,46.12,84.9,-1.85,55.9,-0.6,-406.9,-406.9,7.5,5.7,98,220
SATU94FJU,86.63,348.98,116.33,84.84,-45.55,29.1,30.5,-10424.1,-10020.9,102.1,56.6,3840,220
WYKF62EEV,29.75,54.39,61.37,84.55,-16.35,60.5,-57.8,-3602.4,-3598.0,35.2,18.8,324,220
EJYJ78YSW,17.92,39.02,65.81,84.23,-11.69,51.8,-7.1,-2572.6,-2572.6,21.3,9.6,300,220
PLST62KKK,2.57,15.44,82.09,84.12,-1.76,9.5,0.0,-450.7,-387.8,3.1,1.3,192,220
PWND53VYS,3.89,10.26,234.14,83.98,1.77,21.8,390.5,17.7,390.5,4.6,6.4,111,220
NGCC10KWD,28.03,40.9,43.49,83.89,-4.98,58.2,18.5,-1149.2,-1095.8,33.4,28.4,200,220
JEHM56LSJ,16.14,29.59,63.18,83.61,-8.82,65.5,1.9,-1949.5,-1940.3,19.3,10.5,180,220
LHGZ47ZKR,7.14,16.03,54.71,83.58,-3.22,35.9,27.8,-827.5,-708.7,8.5,5.3,140,220
BADM83ZDD,19.34,38.85,95.84,83.57,-10.89,80.5,-1.0,-2401.7,-2394.8,23.1,12.3,228,220
SCNB83OJQ,86.77,252.49,51.1,83.51,-20.51,66.8,65.8,-4963.6,-4512.1,103.9,83.4,2880,220
KRVL55ZWU,26.14,65.07,71.06,83.5,-2.93,76.8,760.4,-645.6,-645.6,31.3,28.4,576,220
SYGV77BZR,10.76,40.14,57.42,83.14,-5.37,71.8,0.7,-1183.8,-1182.2,12.9,7.6,544,220
FVUO62HTP,10.08,54.86,69.91,82.9,-7.08,6.4,0.0,-1597.7,-1557.8,12.2,5.1,492,220
VTMM90FNA,1.38,3.36,62.25,82.85,-0.84,20.9,-5.9,-198.6,-183.8,1.7,0.8,24,220
IEZW96UJQ,20.08,48.97,67.19,82.75,-10.42,67.7,0.1,-2292.8,-2292.8,24.3,13.9,380,220
XNGH02RHN,10.35,17.03,67.08,82.64,-4.92,63.6,5.0,-1096.2,-1082.1,12.5,7.6,92,220
EZHF94FIP,134.52,528.24,167.46,82.55,-68.58,25.0,0.0,-16360.4,-15086.7,162.9,94.4,5412,220
HWNT70IPG,4.44,13.27,93.89,82.45,-0.89,16.8,19.8,-274.0,-195.6,5.4,4.5,128,220
NSVQ56AZP,9.13,14.44,41.82,82.34,-1.52,59.5,18.5,-407.3,-334.9,11.1,9.6,110,220
HGHK36SLL,6.58,13.36,52.93,82.3,-1.78,60.5,17.5,-409.8,-392.6,8.0,6.2,132,220
VXVN17OEW,39.04,131.81,104.93,82.2,-20.93,33.2,168.4,-4737.7,-4605.0,47.5,26.6,904,220
KKPK50SLM,9.96,14.79,46.0,82.14,-2.76,64.1,27.5,-628.9,-607.2,12.1,9.4,70,220
MDRQ38RWY,36.45,85.99,60.49,82.09,-22.03,67.7,46.5,-4856.6,-4846.3,44.4,22.4,744,220
FJUA69DZU,12.56,20.51,76.94,82.02,-5.69,72.7,7.5,-1286.0,-1252.0,15.3,9.6,100,220
TZTR28FEY,19.19,61.24,67.08,82.02,-8.66,60.0,47.9,-2103.2,-1905.2,23.4,14.7,847,220
AQTP36TVE,6.6,41.5,153.88,81.92,-3.82,5.5,0.0,-998.3,-839.6,8.1,4.2,452,220
TIGA36RJG,27.86,41.75,47.09,81.72,-0.59,50.5,117.9,-784.3,-130.3,34.1,33.5,300,220
GXLZ95BIB,6.86,10.06,62.56,81.64,-1.54,60.0,5.1,-444.7,-339.1,8.4,6.9,72,220
APMP40YNJ,6.23,39.87,71.86,81.56,-5.25,4.1,0.0,-1154.3,-1154.3,7.6,2.4,416,220
DNKD63EQL,29.99,61.39,69.76,81.45,3.14,50.0,749.5,-158.4,690.0,36.8,40.0,630,220
IRUU49IDE,2.0,7.73,48.43,81.32,-0.39,5.0,0.0,-121.7,-85.6,2.5,2.1,90,220
AKAO10DDE,45.9,164.96,291.44,81.18,-7.17,16.4,349.9,-2482.1,-1578.3,56.5,49.4,1518,220
CVTY97UTZ,8.87,13.88,63.37,80.76,-2.37,66.4,35.6,-598.9,-521.5,11.0,8.6,78,220
JDPV09HTZ,122.6,859.43,104.41,80.75,-66.88,84.1,73.0,-18403.1,-14713.4,151.8,84.9,12560,220
QZFJ39WRU,140.37,322.18,136.34,80.74,-82.5,80.5,83.0,-18565.9,-18150.6,173.8,91.3,1848,220
LOKN52URQ,14.66,21.66,69.5,80.61,-9.01,55.9,0.0,-2032.3,-1983.3,18.2,9.2,100,220
IPYX96FNK,5.67,8.11,41.79,80.35,-1.18,59.5,-10.4,-260.4,-260.4,7.1,5.9,40,220
QCVO76KFL,26.02,56.61,69.36,80.29,-12.45,68.6,31.8,-2833.3,-2738.4,32.4,20.0,500,220
GLRA46ELA,10.73,14.36,44.19,80.28,-0.49,67.3,30.7,-174.7,-107.6,13.4,12.9,72,220
RMEO10IDD,45.03,95.39,69.3,80.24,-23.96,68.6,17.4,-5271.3,-5271.3,56.1,32.2,825,220
SKWZ88IZS,7.55,10.26,46.03,80.19,1.39,64.1,308.8,-15.2,305.9,9.4,10.8,40,220
LMAC50HHC,24.53,62.54,55.42,80.13,-8.36,69.1,-23.4,-1903.3,-1838.2,30.6,22.3,750,220
PLEI36OLB,12.75,19.75,56.68,80.11,-3.29,69.1,2.9,-723.0,-723.0,15.9,12.6,100,220
YTIG50ZCW,8.81,17.31,56.37,80.07,-2.01,67.3,36.0,-508.2,-442.8,11.0,9.0,126,220
PQZT34LLH,8.58,27.0,67.47,80.03,-4.26,31.4,20.7,-1027.8,-936.4,10.7,6.5,329,220
WQGA99YTL,76.38,189.65,81.51,79.99,-51.21,75.5,57.0,-11387.3,-11266.1,95.5,44.3,1507,220
TQBL17UUZ,25.62,36.51,58.92,79.88,-13.61,62.3,-47.2,-3003.3,-2994.5,32.1,18.5,168,220
SMUP91GOP,6.89,11.23,57.39,79.75,-3.17,70.9,-0.8,-697.8,-697.1,8.6,5.5,66,220
PLWC05CAU,13.3,25.88,91.81,79.32,-3.45,63.6,62.3,-776.3,-757.9,16.8,13.3,204,220
GUYI09INC,26.98,118.8,92.34,79.26,-14.01,43.6,0.0,-3142.5,-3082.7,34.0,20.0,1460,220
IVSG78ZEI,31.85,71.22,60.01,79.06,-18.4,62.3,13.9,-4084.5,-4047.1,40.3,21.9,560,220
NFMC41YMF,8.19,11.53,51.22,78.98,0.67,62.7,146.6,-135.7,146.6,10.4,11.0,80,220
RJNU20BKB,41.62,305.44,316.08,78.8,-31.37,10.9,17.0,-7996.4,-6901.6,52.8,21.4,4080,220
JTSC86GSN,4.78,15.02,87.88,78.48,-0.98,41.4,33.7,-301.7,-215.9,6.1,5.1,176,220
OVJQ36TNG,13.2,26.29,64.23,78.46,-6.38,73.6,42.8,-1404.1,-1404.1,16.8,10.4,162,220
SGZY18LHD,24.76,133.32,108.52,78.37,-13.43,6.4,0.0,-3309.4,-2955.4,31.6,18.2,1239,220
CMQF44EQT,9.33,13.6,50.51,78.26,-0.69,70.0,16.6,-253.8,-152.9,11.9,11.2,104,220
XAGC02NKC,19.82,36.18,108.96,78.25,3.39,81.4,749.4,-201.5,745.0,25.3,28.7,333,220
WCCG39SGJ,30.8,62.52,61.38,78.02,-16.55,62.3,13.4,-3800.8,-3641.3,39.5,22.9,465,220
TGBX26ADI,14.93,21.87,58.48,77.84,-8.06,70.5,15.3,-1831.3,-1773.2,19.2,11.1,100,220
WQCP09HZJ,103.38,134.95,133.64,77.66,77.67,87.3,17460.6,-99.0,17086.4,133.1,210.8,672,220
UWOH01FWF,58.62,114.88,84.82,77.66,-24.83,77.3,37.7,-5463.1,-5463.1,75.5,50.6,780,220
NYDJ17UUS,13.08,20.22,52.34,77.59,-2.31,62.7,44.0,-574.1,-507.3,16.9,14.5,120,220
QFBK33EBW,18.35,24.77,83.43,77.47,2.99,77.3,726.7,-24.3,657.4,23.7,26.7,120,220
XDQL32GCN,13.09,21.69,59.96,77.39,2.37,59.1,521.8,-135.2,521.8,16.9,19.3,220,220
EGDC22FMA,13.04,21.04,56.88,77.31,-5.59,63.2,14.5,-1317.1,-1228.7,16.9,11.3,110,220
TDUD88VNN,5.26,16.61,92.85,77.2,-1.48,38.6,-5.2,-473.3,-325.2,6.8,5.3,168,220
YUGC04AGV,16.14,49.52,71.25,77.11,-10.27,51.8,3.6,-2440.9,-2258.6,20.9,10.7,532,220
NYSA66KDE,41.79,125.97,70.92,77.0,-24.22,62.3,20.4,-5328.9,-5328.9,54.3,30.1,1300,220
NKVG41SOL,24.05,53.74,66.37,76.81,-6.28,53.6,0.0,-1481.1,-1382.3,31.3,25.0,504,220
FMLD62KEI,41.43,83.21,79.88,76.72,-23.6,79.1,-7.0,-5231.8,-5192.6,54.0,30.4,530,220
QBTT91ZHA,106.48,533.83,194.23,76.71,-72.89,19.1,8.6,-16846.2,-16036.7,138.8,65.9,5566,220
OSFN08WSO,8.17,14.81,63.4,76.65,-3.84,75.5,-4.1,-844.3,-844.3,10.7,6.8,138,220
ILCV57TKU,21.79,47.77,51.8,76.59,-9.62,69.1,-24.8,-2174.1,-2116.5,28.5,18.8,560,220
MNFW77IYU,25.75,103.4,90.6,76.52,-13.56,70.9,2.8,-3080.3,-2983.8,33.7,20.1,1326,220
VWLU97PHY,15.6,46.36,69.2,76.5,-5.38,73.2,71.4,-1226.6,-1183.3,20.4,15.0,468,220
KJXR06JYP,17.1,25.55,95.24,76.47,8.8,62.3,1936.9,19.3,1936.9,22.4,31.2,192,220
VCAO88HDJ,12.45,19.75,45.03,76.44,-2.48,56.8,-37.6,-619.6,-545.6,16.3,13.8,126,220
SQNX07KFL,17.23,30.83,72.1,76.39,-6.35,74.1,31.4,-1397.6,-1397.6,22.6,16.2,204,220
HAEN02SCH,2.31,11.56,119.36,76.39,-0.59,5.5,10.3,-264.4,-129.5,3.0,2.4,136,220
PLSL66AFW,17.15,85.86,70.86,76.37,-5.7,27.7,-90.9,-1339.1,-1254.1,22.5,16.8,1120,220
IRPP40BNN,13.47,21.16,60.78,76.36,-2.37,73.2,-20.9,-643.3,-520.9,17.6,15.3,144,220
ADML95JEA,13.94,54.38,68.88,76.36,-7.04,23.2,113.9,-1880.6,-1548.5,18.3,11.2,488,220
PLNM62MJA,14.94,33.97,87.14,76.27,-2.74,81.8,-3.3,-645.7,-602.5,19.6,16.9,290,220
JGVB34FGM,59.83,209.15,88.39,76.07,-30.56,77.3,14.9,-6843.9,-6723.9,78.7,48.1,2576,220
RPCU97XBF,3.73,9.32,166.21,76.02,1.84,22.3,404.7,6.9,404.7,4.9,6.7,77,220
KEAV69GXC,16.56,38.35,97.08,76.01,6.94,39.1,1526.3,-733.9,1526.3,21.8,28.7,300,220
WRAV09HIQ,97.17,231.14,53.61,75.81,-35.67,67.3,190.9,-7888.4,-7848.4,128.2,92.5,2625,220
FZDI18YRS,49.42,79.42,45.34,75.77,-16.79,59.5,33.9,-3724.2,-3693.8,65.2,48.4,700,220
FUGF47XKY,46.47,227.66,580.61,75.61,-25.36,13.2,0.0,-6317.8,-5580.0,61.5,36.1,2968,220
WFEJ46DYX,44.43,59.77,82.25,75.61,19.05,79.1,4256.8,7.8,4191.9,58.8,77.8,320,220
KQLF81MCL,15.29,48.68,79.36,75.44,-4.93,38.2,-4.2,-1154.0,-1084.4,20.3,15.3,660,220
WHBL52SNT,33.02,75.02,66.85,75.44,-10.92,69.1,51.8,-2520.9,-2401.4,43.8,32.9,882,220
WLFP10LFG,35.68,72.79,84.42,75.37,-11.71,78.2,-276.4,-2657.9,-2575.1,47.3,35.6,720,220
UVHK51PFZ,1.75,5.57,57.03,75.36,-0.09,9.5,8.0,-118.5,-19.7,2.3,2.2,50,220
YQSM16BMP,38.06,107.66,67.92,75.35,-17.43,71.4,6.8,-3938.1,-3834.0,50.5,33.1,1296,220
VFVS31SRI,17.22,28.12,57.52,75.35,-10.12,66.4,28.3,-2226.9,-2226.9,22.9,12.7,168,220
ZTRL00OJP,39.17,72.67,111.72,75.33,-10.71,81.4,76.6,-2357.3,-2357.3,52.0,41.3,440,220
YWBF87LOB,40.94,84.92,82.92,75.27,-16.22,74.5,-2.6,-3568.6,-3568.6,54.4,38.2,648,220
HINC33OZE,5.78,30.73,99.76,75.12,0.75,6.4,165.6,-225.1,165.6,7.7,8.5,434,220
RVGI69QBH,8.39,12.77,67.46,75.07,-0.65,69.1,5.4,-277.5,-142.8,11.2,10.5,84,220
VXTN05LQL,17.09,34.07,74.86,75.04,-9.45,77.7,11.8,-2113.4,-2078.1,22.8,13.3,195,220
IJJV67YIT,12.82,21.35,73.39,74.7,-2.41,74.1,72.1,-569.0,-531.3,17.2,14.7,204,220
RUSY71UCC,236.85,806.74,270.71,74.69,-137.14,31.8,0.0,-32981.9,-30170.9,317.1,180.0,8652,220
NKER28VYI,4.1,6.82,48.57,74.65,-1.41,63.6,14.8,-323.6,-309.7,5.5,4.1,52,220
MLDY90UPK,24.27,70.91,82.28,74.62,-6.41,55.9,13.0,-1751.5,-1409.3,32.5,26.1,750,220
ADRC82WLA,20.79,33.92,106.08,74.34,1.65,83.2,667.8,-62.2,364.0,28.0,29.6,256,220
WLNB78SAN,21.1,45.16,73.04,74.32,-8.31,71.4,36.6,-1838.6,-1829.1,28.4,20.1,408,220
QSFI73EHC,26.6,63.98,78.59,74.16,-8.68,58.2,30.7,-2217.9,-1910.3,35.9,27.2,570,220
CQUZ39ZBK,54.55,115.83,97.0,74.09,-22.85,79.1,-62.9,-5217.3,-5027.1,73.6,50.8,793,220
DLPB83LMJ,8.39,17.06,48.91,74.03,-1.85,35.5,-10.2,-495.8,-407.6,11.3,9.5,140,220
GHAD79ZCZ,9.04,13.16,56.76,73.96,-4.73,65.5,0.9,-1041.7,-1041.7,12.2,7.5,80,220
QHGJ45TQJ,14.73,24.1,69.16,73.93,-3.38,75.5,-38.5,-777.0,-742.5,19.9,16.6,184,220
QXLI12HEF,8.97,13.28,72.73,73.75,-2.53,66.4,4.0,-607.9,-557.4,12.2,9.6,70,220
ONTU47FXX,16.57,30.55,61.79,73.65,-4.6,75.5,-4.5,-1031.9,-1012.9,22.5,17.9,300,220
LLHZ87KJG,59.49,109.95,123.45,73.65,-11.07,71.4,234.8,-2860.1,-2436.2,80.8,69.7,871,220
HRVO22SVX,62.95,206.85,95.2,73.62,-28.5,80.5,255.3,-6682.2,-6270.3,85.5,57.0,2052,220
IZMM31ETV,26.59,36.91,32.8,73.59,-1.14,61.8,20.4,-294.2,-250.5,36.1,35.0,150,220
DWXW23ROK,14.61,27.28,63.81,73.57,-7.23,78.2,-21.6,-1621.5,-1590.9,19.9,12.6,228,220
KNVU41HAK,5.82,8.45,52.76,73.53,-2.38,74.1,-6.8,-523.5,-522.7,7.9,5.5,42,220
SVBA60QWO,8.04,11.9,44.2,73.45,-1.34,67.3,-5.7,-346.5,-295.0,10.9,9.6,72,220
TWDP65AIX,20.38,36.48,52.95,73.37,-4.44,72.7,46.6,-993.1,-977.8,27.8,23.3,336,220
DYNJ09FYL,18.93,32.4,52.64,73.33,-3.74,61.8,-49.8,-1350.2,-822.8,25.8,22.1,234,220
MRBB37NUI,18.31,28.4,68.16,73.24,-6.06,76.4,6.8,-1358.5,-1334.0,25.0,18.9,160,220
BZWD88OUB,2.87,13.12,114.66,73.08,-0.58,5.9,45.1,-333.9,-126.6,3.9,3.4,144,220
RHKP67BIT,34.3,64.32,83.36,73.02,-11.41,78.6,-22.2,-2510.7,-2510.7,47.0,35.6,468,220
ZCTF39GNP,3.27,9.09,150.87,72.99,1.62,17.7,356.9,-0.7,356.9,4.5,6.1,79,220
VGUO76EGN,5.24,11.59,56.69,72.95,-0.06,73.2,18.7,-156.3,-13.1,7.2,7.1,156,220
FUQQ36LIP,20.86,36.45,73.01,72.84,-4.78,73.2,17.5,-1094.5,-1051.1,28.6,23.9,300,220
FBAC36ALE,28.36,87.19,72.88,72.81,-13.56,37.7,0.0,-3342.4,-2983.6,38.9,25.4,952,220
EAVM81BXB,31.92,94.77,103.5,72.45,-4.82,81.4,391.2,-1267.8,-1059.8,44.1,39.2,1188,220
XBOZ61NGL,5.85,13.47,67.42,72.3,-1.55,75.5,2.7,-347.5,-341.6,8.1,6.5,120,220
RBNP19LFX,37.32,69.41,151.14,72.24,-12.03,85.0,78.0,-2709.0,-2646.2,51.7,39.6,745,220
MEJO06MVQ,5.84,15.72,93.84,72.17,-1.55,25.5,15.2,-386.7,-340.1,8.1,6.5,136,220
JDPI18ZQV,15.87,25.9,73.17,72.16,-4.74,81.4,59.3,-1069.7,-1043.4,22.0,17.2,203,220
SUNE99ICB,13.87,20.37,61.82,72.13,-3.57,72.3,12.5,-821.8,-786.4,19.2,15.7,120,220
BWIM68WJM,16.95,27.12,92.04,72.1,-4.46,78.2,-4.5,-1023.3,-982.2,23.5,19.0,155,220
QBRS61BFF,28.96,50.44,81.38,72.05,-5.3,72.7,162.0,-1254.9,-1165.7,40.2,34.9,432,220
WZHS83HIV,37.29,210.57,185.89,71.97,-19.92,12.7,0.0,-5228.5,-4381.6,51.8,31.9,2920,220
IBRM36ZFA,15.06,67.99,82.46,71.91,-7.99,19.1,0.0,-2067.6,-1757.8,20.9,13.0,756,220
KQMJ38JHG,6.24,19.01,72.63,71.91,-1.38,26.4,40.0,-349.9,-303.9,8.7,7.3,190,220
